sales_id,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
252,Sports Direct,1197831,15/09/2021,South,Texas,Dallas,Women's Apparel,53,263,13939,878,Online
253,Foot Locker,1185732,06/08/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,62,326,20212,1152,Online
254,Sports Direct,1197831,17/04/2021,South,Tennessee,Knoxville,Women's Street Footwear,36,263,9468,568,Online
255,Foot Locker,1185732,18/08/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,8125,3250,In-store
256,West Gear,1185732,10/06/2021,Northeast,New York,Albany,Men's Street Footwear,59,263,15517,869,Online
257,Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,325,8125,3250,In-store
258,Sports Direct,1185732,16/08/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,14465,926,Online
259,Walmart,1197831,20/04/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,300,7500,2625,Online
260,West Gear,1185732,11/01/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,20,325,6500,2600,In-store
261,Walmart,1197831,20/04/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,300,4500,1800,Online
262,Walmart,1197831,21/10/2021,South,Arkansas,Little Rock,Women's Street Footwear,20,300,6000,2400,Online
263,Kohl's,1197831,20/11/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15,300,4500,1575,Online
264,Sports Direct,1185732,04/02/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,8942,447,Online
265,Kohl's,1197831,14/02/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,300,4500,1575,Online
266,West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,325,8125,2844,In-store
267,Sports Direct,1185732,03/04/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,7101,383,Online
268,West Gear,1185732,11/04/2021,West,Utah,Salt Lake City,Women's Street Footwear,15,325,4875,1706,In-store
269,Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,16832,1060,Online
270,Kohl's,1197831,13/04/2021,Midwest,Kansas,Wichita,Women's Apparel,30,300,9000,3150,Online
271,West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,10,325,3250,1300,In-store
272,Foot Locker,1185732,18/03/2020,Northeast,New York,New York,Women's Street Footwear,45,257,11565,532,Online
273,Sports Direct,1197831,01/08/2020,South,Texas,Houston,Men's Athletic Footwear,30,263,7890,308,Outlet
274,West Gear,1185732,12/09/2021,West,Utah,Salt Lake City,Men's Apparel,20,325,6500,2275,In-store
275,Walmart,1197831,21/08/2020,South,Texas,Houston,Women's Athletic Footwear,26,263,6838,328,Outlet
276,Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,325,8125,3250,Online
277,Foot Locker,1197831,14/10/2021,Midwest,Kansas,Wichita,Women's Apparel,30,300,9000,3150,Online
278,West Gear,1128299,13/01/2021,West,California,San Francisco,Men's Athletic Footwear,49,263,12887,309,Outlet
279,Foot Locker,1185732,18/02/2021,South,Mississippi,Jackson,Women's Athletic Footwear,25,325,8125,3250,Online
280,West Gear,1185732,03/06/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,300,9000,3150,In-store
281,West Gear,1185732,10/01/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,300,7500,2625,In-store
282,West Gear,1185732,10/02/2021,Midwest,Indiana,Indianapolis,Women's Apparel,20,300,6000,2400,In-store
283,West Gear,1185732,17/01/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,25,300,7500,3000,In-store
284,Walmart,1197831,19/03/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,20,325,6500,2275,Online
285,Walmart,1197831,19/09/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,15,325,4875,1950,Online
286,West Gear,1185732,17/02/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,30,300,9000,3600,In-store
287,Walmart,1197831,19/09/2021,South,Arkansas,Little Rock,Men's Apparel,25,325,8125,2844,Online
288,West Gear,1197831,21/02/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,325,4875,1950,Online
289,Kohl's,1197831,14/02/2021,Midwest,Kansas,Wichita,Women's Apparel,20,325,6500,2275,Online
290,Sports Direct,1185732,07/01/2021,Northeast,New Jersey,Newark,Women's Street Footwear,30,300,9000,2700,In-store
291,Foot Locker,1185732,31/01/2020,Northeast,New York,New York,Men's Street Footwear,45,300,13500,837,Online
292,Walmart,1185732,04/05/2020,Northeast,New York,New York,Men's Athletic Footwear,51,300,15300,643,Online
293,Foot Locker,1185732,24/04/2020,Southeast,Florida,Miami,Men's Street Footwear,42,256,10752,624,Online
294,Kohl's,1197831,14/10/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,20,325,6500,2275,Online
295,West Gear,1185732,24/04/2020,Southeast,Florida,Miami,Men's Street Footwear,52,300,15600,874,Online
296,West Gear,1185732,16/03/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,20,325,6500,2600,In-store
297,Walmart,1185732,27/04/2020,Northeast,New York,New York,Men's Street Footwear,60,299,17940,1076,Online
298,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,39,256,9984,579,Online
299,Foot Locker,1185732,16/03/2020,Northeast,New York,New York,Men's Street Footwear,58,325,18850,1150,Online
300,West Gear,1185732,11/09/2020,Southeast,Florida,Miami,Men's Street Footwear,60,299,17940,1076,Online
301,West Gear,1128299,07/01/2021,West,California,San Francisco,Men's Athletic Footwear,50,256,12800,384,Outlet
302,Foot Locker,1185732,31/03/2020,Northeast,New York,New York,Women's Athletic Footwear,40,324,12960,518,Outlet
303,West Gear,1128299,10/02/2021,West,California,San Francisco,Women's Apparel,56,256,14336,215,Outlet
304,Sports Direct,1185732,24/05/2020,Southeast,Florida,Miami,Men's Street Footwear,63,323,20349,1140,Online
305,Foot Locker,1185732,21/01/2020,Northeast,New York,New York,Women's Street Footwear,32,323,10336,393,Outlet
306,Walmart,1197831,10/09/2020,South,Texas,Houston,Women's Apparel,42,298,12516,713,Outlet
307,West Gear,1128299,13/02/2021,West,California,San Francisco,Women's Street Footwear,44,256,11264,372,Outlet
308,Walmart,1197831,28/10/2020,South,Texas,Houston,Women's Street Footwear,38,298,11324,430,Outlet
309,West Gear,1128299,16/02/2021,West,California,San Francisco,Women's Apparel,50,256,12800,218,Outlet
310,West Gear,1128299,23/07/2021,West,Oregon,Portland,Men's Street Footwear,60,298,17880,751,Outlet
311,Foot Locker,1185732,30/01/2020,Northeast,New York,New York,Women's Apparel,36,323,11628,314,Outlet
312,Kohl's,1189833,13/05/2021,West,California,Los Angeles,Men's Street Footwear,36,256,9216,433,Outlet
313,Walmart,1197831,01/09/2020,South,Texas,Houston,Women's Street Footwear,39,297,11583,533,Online
314,Walmart,1197831,19/08/2020,South,Texas,Houston,Men's Athletic Footwear,33,323,10659,448,Outlet
315,Sports Direct,1197831,10/09/2021,South,Texas,Dallas,Men's Street Footwear,30,256,7680,284,Outlet
316,Walmart,1185732,02/05/2020,Northeast,New York,New York,Women's Apparel,53,322,17066,478,Outlet
317,Sports Direct,1197831,16/09/2021,South,Texas,Dallas,Men's Street Footwear,34,256,8704,366,Outlet
318,West Gear,1128299,11/02/2021,West,California,San Francisco,Men's Street Footwear,40,322,12880,425,Outlet
319,West Gear,1128299,22/01/2021,West,California,San Francisco,Men's Apparel,59,263,15517,884,Outlet
320,Sports Direct,1197831,23/09/2021,South,Texas,Dallas,Men's Athletic Footwear,43,256,11008,506,Outlet
321,Sports Direct,1197831,18/09/2021,South,Texas,Dallas,Women's Street Footwear,33,322,10626,446,Outlet
322,West Gear,1128299,05/02/2021,West,California,San Francisco,Men's Street Footwear,39,263,10257,359,Outlet
323,Sports Direct,1197831,30/08/2021,South,Alabama,Birmingham,Women's Apparel,36,263,9468,625,Outlet
324,Walmart,1128299,16/07/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,74,263,19462,545,Outlet
325,Sports Direct,1197831,21/10/2021,South,Texas,Dallas,Women's Apparel,54,256,13824,829,Outlet
326,Sports Direct,1197831,17/04/2021,South,Tennessee,Knoxville,Women's Street Footwear,30,322,9660,483,Outlet
327,West Gear,1197831,04/06/2021,West,Idaho,Boise,Men's Athletic Footwear,35,263,9205,377,Outlet
328,Sports Direct,1197831,09/04/2021,South,Tennessee,Knoxville,Men's Street Footwear,28,256,7168,337,Outlet
329,Sports Direct,1197831,08/09/2021,South,Alabama,Birmingham,Women's Street Footwear,31,322,9982,559,Outlet
330,Sports Direct,1197831,06/09/2021,South,Alabama,Birmingham,Men's Street Footwear,31,256,7936,421,Outlet
331,West Gear,1197831,20/11/2021,South,Arkansas,Little Rock,Women's Street Footwear,25,320,8000,3200,Online
332,Foot Locker,1185732,18/06/2021,South,Mississippi,Jackson,Men's Street Footwear,31,263,8153,359,Outlet
333,Foot Locker,1185732,02/01/2020,Northeast,New York,New York,Men's Athletic Footwear,36,320,11520,403,Outlet
334,Walmart,1128299,16/12/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,55,256,14080,436,Outlet
335,Foot Locker,1185732,03/03/2020,Northeast,New York,New York,Women's Apparel,44,320,14080,408,Outlet
336,Foot Locker,1185732,08/01/2020,Northeast,New York,New York,Men's Athletic Footwear,46,261,12006,528,Online
337,Foot Locker,1185732,10/03/2020,Northeast,New York,New York,Men's Street Footwear,59,319,18821,1129,Online
338,Foot Locker,1185732,08/02/2020,Northeast,New York,New York,Women's Street Footwear,46,261,12006,564,Online
339,Foot Locker,1185732,07/03/2020,Northeast,New York,New York,Women's Athletic Footwear,47,261,12267,552,Online
340,Walmart,1185732,07/05/2020,Northeast,New York,New York,Men's Apparel,60,261,15660,673,Online
341,Walmart,1197831,26/08/2020,South,Texas,Houston,Women's Street Footwear,37,319,11803,531,Online
342,Walmart,1197831,31/10/2020,South,Texas,Houston,Women's Apparel,53,261,13833,858,Online
343,Foot Locker,1185732,12/08/2020,Southeast,Florida,Miami,Men's Street Footwear,43,319,13717,782,Online
344,Walmart,1128299,16/07/2021,Southeast,Florida,Orlando,Men's Street Footwear,83,261,21663,953,Online
345,Sports Direct,1185732,17/02/2021,Southeast,Virginia,Richmond,Men's Street Footwear,26,256,6656,366,Outlet
346,West Gear,1128299,24/08/2021,West,Oregon,Portland,Men's Street Footwear,69,256,17664,654,Outlet
347,West Gear,1128299,24/08/2021,West,Oregon,Portland,Men's Athletic Footwear,62,256,15872,667,Outlet
348,West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Men's Street Footwear,47,256,12032,566,Outlet
349,Foot Locker,1185732,07/03/2020,Northeast,New York,New York,Women's Athletic Footwear,38,297,11286,429,Outlet
350,West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,57,256,14592,642,Outlet
351,Kohl's,1189833,19/04/2021,West,California,Los Angeles,Men's Street Footwear,36,297,10692,470,Outlet
352,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30,256,7680,307,Outlet
353,Walmart,1185732,17/08/2021,South,Mississippi,Jackson,Men's Street Footwear,41,256,10496,472,Outlet
354,Walmart,1128299,16/07/2021,Southeast,Florida,Orlando,Men's Street Footwear,68,297,20196,747,Outlet
355,Foot Locker,1185732,07/02/2020,Northeast,New York,New York,Men's Athletic Footwear,37,296,10952,383,Outlet
356,Foot Locker,1185732,06/03/2020,Northeast,New York,New York,Women's Street Footwear,37,296,10952,449,Outlet
357,Sports Direct,1185732,16/12/2021,South,Mississippi,Jackson,Men's Street Footwear,48,256,12288,578,Outlet
358,Kohl's,1189833,07/04/2021,West,California,Los Angeles,Men's Street Footwear,31,248,7688,354,Outlet
359,Sports Direct,1197831,26/07/2020,South,Texas,Houston,Men's Athletic Footwear,33,255,8415,379,Online
360,Foot Locker,1185732,18/11/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,25,295,7375,2581,In-store
361,Walmart,1197831,05/09/2020,South,Texas,Houston,Men's Street Footwear,44,255,11220,539,Online
362,Sports Direct,1197831,05/09/2021,South,Texas,Dallas,Men's Athletic Footwear,22,248,5456,229,Outlet
363,Walmart,1197831,28/10/2020,South,Texas,Houston,Women's Street Footwear,47,255,11985,587,Online
364,Sports Direct,1197831,22/09/2021,South,Texas,Dallas,Men's Street Footwear,34,248,8432,363,Outlet
365,Foot Locker,1185732,12/03/2020,Northeast,New York,New York,Women's Street Footwear,35,295,10325,434,Outlet
366,Sports Direct,1197831,17/10/2021,South,Texas,Dallas,Men's Athletic Footwear,39,248,9672,406,Outlet
367,Walmart,1197831,17/08/2020,South,Texas,Houston,Women's Apparel,32,295,9440,538,Outlet
368,Sports Direct,1197831,15/05/2021,South,Tennessee,Knoxville,Men's Street Footwear,39,248,9672,464,Outlet
369,Sports Direct,1197831,21/09/2021,South,Texas,Dallas,Women's Apparel,54,255,13770,923,Online
370,Sports Direct,1197831,07/10/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40,248,9920,526,Outlet
371,Walmart,1197831,18/08/2020,South,Texas,Houston,Men's Street Footwear,28,295,8260,339,Outlet
372,Walmart,1197831,24/08/2020,South,Texas,Houston,Men's Street Footwear,29,295,8555,342,Outlet
373,Foot Locker,1185732,24/09/2020,Southeast,Florida,Miami,Men's Athletic Footwear,46,255,11730,528,Online
374,Walmart,1128299,17/06/2021,Southeast,Florida,Orlando,Women's Apparel,74,248,18352,863,Outlet
375,Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,60,294,17640,882,Online
376,West Gear,1185732,12/01/2021,Southeast,Florida,Orlando,Men's Street Footwear,41,255,10455,575,Online
377,Foot Locker,1128299,23/12/2021,Southeast,Virginia,Richmond,Men's Street Footwear,49,248,12152,486,Outlet
378,Foot Locker,1185732,11/03/2020,Northeast,New York,New York,Men's Athletic Footwear,41,318,13038,482,Outlet
379,Kohl's,1185732,11/08/2021,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,11985,767,Online
380,Foot Locker,1185732,06/02/2020,Northeast,New York,New York,Men's Street Footwear,54,317,17118,1096,Online
381,West Gear,1185732,10/07/2021,West,Utah,Salt Lake City,Men's Street Footwear,28,248,6944,299,Outlet
382,Foot Locker,1128299,23/07/2021,Southeast,Virginia,Richmond,Men's Street Footwear,79,255,20145,1007,Online
383,Walmart,1185732,29/04/2020,Northeast,New York,New York,Women's Street Footwear,43,294,12642,531,Outlet
384,Foot Locker,1185732,08/01/2020,Northeast,New York,New York,Men's Athletic Footwear,39,315,12285,405,Outlet
385,West Gear,1185732,11/08/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,248,6696,315,Outlet
386,Sports Direct,1185732,15/12/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,14025,856,Online
387,Walmart,1197831,29/08/2020,South,Texas,Houston,Women's Apparel,47,293,13771,868,Online
388,West Gear,1128299,17/06/2021,South,Louisiana,New Orleans,Women's Apparel,80,248,19840,813,Outlet
389,West Gear,1128299,11/02/2021,West,California,San Francisco,Men's Street Footwear,51,293,14943,598,Online
390,West Gear,1128299,16/07/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,67,248,16616,764,Outlet
391,West Gear,1128299,23/07/2021,West,Oregon,Portland,Men's Street Footwear,79,255,20145,967,Online
392,Foot Locker,1185732,24/01/2020,Northeast,New York,New York,Women's Apparel,48,290,13920,529,Online
393,West Gear,1128299,16/12/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,52,248,12896,567,Outlet
394,West Gear,1197831,04/06/2021,West,Idaho,Boise,Women's Apparel,39,248,9672,532,Outlet
395,Foot Locker,1185732,03/03/2020,Northeast,New York,New York,Women's Apparel,59,290,17110,616,Online
396,West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Men's Street Footwear,86,255,21930,1118,Online
397,Kohl's,1128299,25/07/2021,West,New Mexico,Albuquerque,Men's Street Footwear,41,248,10168,397,Outlet
398,Sports Direct,1197831,25/07/2020,South,Texas,Houston,Men's Street Footwear,20,255,5100,209,Outlet
399,Foot Locker,1185732,07/02/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,21,248,5208,156,Outlet
400,Walmart,1197831,06/09/2020,South,Texas,Houston,Men's Athletic Footwear,32,255,8160,302,Outlet
401,Walmart,1185732,18/04/2020,Northeast,New York,New York,Women's Apparel,62,290,17980,665,Online
402,Foot Locker,1185732,04/01/2020,Northeast,New York,New York,Women's Athletic Footwear,41,247,10127,466,Online
403,Walmart,1197831,13/09/2020,South,Texas,Houston,Women's Street Footwear,39,255,9945,368,Outlet
404,Walmart,1185732,26/04/2020,Northeast,New York,New York,Women's Apparel,68,290,19720,749,Online
405,Foot Locker,1185732,27/01/2020,Northeast,New York,New York,Women's Street Footwear,39,247,9633,472,Online
406,West Gear,1128299,21/01/2021,West,California,San Francisco,Women's Athletic Footwear,52,255,13260,451,Outlet
407,Walmart,1185732,18/07/2020,Northeast,New York,New York,Women's Apparel,68,290,19720,690,Online
408,Foot Locker,1185732,12/03/2020,Northeast,New York,New York,Women's Street Footwear,46,247,11362,511,Online
409,West Gear,1185732,24/04/2020,Southeast,Florida,Miami,Men's Street Footwear,55,290,15950,941,Online
410,Walmart,1197831,25/10/2020,South,Texas,Houston,Women's Apparel,51,247,12597,781,Online
411,Foot Locker,1185732,05/12/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,67,290,19430,1166,Online
412,Kohl's,1189833,08/05/2021,West,California,Los Angeles,Men's Athletic Footwear,50,247,12350,457,Online
413,Foot Locker,1185732,26/01/2020,Northeast,New York,New York,Men's Athletic Footwear,35,315,11025,397,Outlet
414,Foot Locker,1185732,11/08/2020,Southeast,Florida,Miami,Women's Apparel,41,247,10127,628,Online
415,Walmart,1128299,17/08/2021,Southeast,Florida,Orlando,Men's Street Footwear,68,255,17340,624,Outlet
416,Foot Locker,1185732,01/02/2020,Northeast,New York,New York,Men's Athletic Footwear,35,315,11025,364,Outlet
417,West Gear,1185732,08/07/2021,Northeast,New York,Albany,Men's Street Footwear,59,247,14573,802,Online
418,West Gear,1128299,17/08/2021,South,Louisiana,New Orleans,Men's Street Footwear,73,255,18615,875,Outlet
419,Foot Locker,1185732,02/02/2020,Northeast,New York,New York,Women's Street Footwear,28,315,8820,335,Outlet
420,Kohl's,1185732,12/06/2021,West,Wyoming,Cheyenne,Men's Street Footwear,46,247,11362,716,Online
421,Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Men's Athletic Footwear,37,255,9435,406,Outlet
422,West Gear,1128299,09/11/2020,West,California,San Francisco,Women's Street Footwear,40,247,9880,405,Outlet
423,Walmart,1185732,01/05/2020,Northeast,New York,New York,Men's Apparel,64,254,16256,683,Online
424,Walmart,1185732,21/04/2020,Northeast,New York,New York,Women's Street Footwear,36,315,11340,442,Outlet
425,West Gear,1128299,15/01/2021,West,California,San Francisco,Women's Athletic Footwear,46,247,11362,409,Outlet
426,Sports Direct,1197831,31/07/2020,South,Texas,Houston,Men's Street Footwear,29,254,7366,331,Online
427,Walmart,1185732,23/04/2020,Northeast,New York,New York,Men's Apparel,44,315,13860,513,Outlet
428,West Gear,1128299,27/01/2021,West,California,San Francisco,Women's Athletic Footwear,39,247,9633,260,Outlet
429,Sports Direct,1197831,18/09/2021,South,Texas,Dallas,Women's Street Footwear,44,254,11176,615,Online
430,Walmart,1197831,12/08/2020,South,Texas,Houston,Men's Street Footwear,24,315,7560,295,Outlet
431,West Gear,1128299,07/02/2021,West,California,San Francisco,Women's Street Footwear,40,247,9880,336,Outlet
432,Sports Direct,1197831,03/04/2021,South,Tennessee,Knoxville,Men's Street Footwear,12,247,2964,133,Outlet
433,West Gear,1197831,05/05/2021,West,Idaho,Boise,Men's Athletic Footwear,22,247,5434,223,Outlet
434,Sports Direct,1185732,24/05/2020,Southeast,Florida,Miami,Men's Athletic Footwear,51,254,12954,609,Online
435,Walmart,1197831,07/09/2020,South,Texas,Houston,Women's Street Footwear,36,315,11340,431,Outlet
436,Foot Locker,1185732,09/01/2021,Southeast,Georgia,Atlanta,Men's Apparel,35,247,8645,337,Outlet
437,Foot Locker,1185732,07/02/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,27,247,6669,253,Outlet
438,Sports Direct,1197831,08/09/2021,South,Alabama,Birmingham,Women's Street Footwear,41,254,10414,656,Online
439,Kohl's,1185732,10/03/2021,West,Wyoming,Cheyenne,Men's Street Footwear,38,246,9348,561,Online
440,Foot Locker,1185732,29/01/2020,Northeast,New York,New York,Men's Apparel,43,289,12427,398,Outlet
441,West Gear,1128299,27/12/2020,West,California,San Francisco,Women's Street Footwear,46,254,11684,456,Outlet
442,Kohl's,1185732,10/05/2021,West,Wyoming,Cheyenne,Men's Street Footwear,45,246,11070,720,Online
443,West Gear,1128299,23/01/2021,West,California,San Francisco,Women's Apparel,60,254,15240,335,Outlet
444,Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,41,246,10086,555,Online
445,Sports Direct,1197831,30/09/2021,South,Texas,Dallas,Women's Street Footwear,47,254,11938,537,Outlet
446,Kohl's,1197831,20/11/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,25,245,6125,2450,Online
447,Foot Locker,1185732,03/02/2020,Northeast,New York,New York,Women's Athletic Footwear,31,289,8959,331,Outlet
448,Foot Locker,1185732,09/02/2020,Northeast,New York,New York,Women's Athletic Footwear,33,289,9537,381,Outlet
449,West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245,8575,2573,In-store
450,Foot Locker,1185732,02/02/2020,Northeast,New York,New York,Women's Street Footwear,39,252,9828,491,Online
451,Walmart,1185732,25/04/2020,Northeast,New York,New York,Men's Apparel,51,289,14739,472,Outlet
452,Foot Locker,1185732,10/02/2020,Northeast,New York,New York,Men's Apparel,59,245,14455,650,Online
453,Foot Locker,1185732,08/03/2020,Northeast,New York,New York,Men's Apparel,55,252,13860,624,Online
454,Sports Direct,1197831,26/07/2020,South,Texas,Houston,Men's Athletic Footwear,23,289,6647,279,Outlet
455,West Gear,1128299,13/01/2021,West,California,San Francisco,Men's Athletic Footwear,59,245,14455,491,Online
456,Walmart,1197831,25/10/2020,South,Texas,Houston,Women's Apparel,44,289,12716,725,Outlet
457,Sports Direct,1197831,05/09/2021,South,Alabama,Birmingham,Women's Apparel,50,245,12250,882,Online
458,West Gear,1185732,08/12/2021,Northeast,New York,Albany,Men's Street Footwear,59,245,14455,838,Online
459,Walmart,1185732,22/04/2020,Northeast,New York,New York,Women's Athletic Footwear,47,252,11844,545,Online
460,Sports Direct,1185732,04/10/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,42,245,10290,556,Online
461,West Gear,1185732,14/09/2020,Southeast,Florida,Miami,Women's Athletic Footwear,53,233,12349,531,Online
462,Walmart,1185732,23/04/2020,Northeast,New York,New York,Men's Apparel,58,252,14616,585,Online
463,Walmart,1197831,15/08/2020,South,Texas,Houston,Women's Athletic Footwear,31,245,7595,387,Outlet
464,Walmart,1185732,30/04/2020,Northeast,New York,New York,Women's Athletic Footwear,50,252,12600,617,Online
465,West Gear,1128299,07/11/2020,West,California,San Francisco,Men's Street Footwear,28,289,8092,340,Outlet
466,West Gear,1128299,24/12/2020,West,California,San Francisco,Women's Apparel,41,245,10045,201,Outlet
467,West Gear,1128299,31/12/2020,West,California,San Francisco,Men's Street Footwear,56,252,14112,706,Online
468,West Gear,1128299,30/01/2021,West,California,San Francisco,Men's Street Footwear,36,289,10404,343,Outlet
469,West Gear,1128299,30/12/2020,West,California,San Francisco,Women's Apparel,62,245,15190,289,Outlet
470,Kohl's,1189833,07/05/2021,West,California,Los Angeles,Men's Street Footwear,38,289,10982,505,Outlet
471,West Gear,1128299,15/02/2021,West,California,San Francisco,Men's Apparel,43,245,10535,548,Outlet
472,Foot Locker,1185732,16/07/2021,South,Mississippi,Jackson,Men's Street Footwear,47,289,13583,625,Outlet
473,West Gear,1128299,01/02/2020,West,Nevada,Las Vegas,Men's Street Footwear,47,245,11515,576,Outlet
474,Foot Locker,1185732,08/02/2020,Northeast,New York,New York,Women's Street Footwear,36,288,10368,435,Outlet
475,West Gear,1185732,16/09/2020,Southeast,Florida,Miami,Women's Apparel,67,244,16348,1063,Online
476,Foot Locker,1185732,08/03/2020,Northeast,New York,New York,Men's Apparel,45,288,12960,441,Outlet
477,Sports Direct,1185732,05/10/2020,Southeast,Florida,Miami,Men's Street Footwear,56,244,13664,793,Online
478,Foot Locker,1185732,05/07/2021,Southeast,South Carolina,Charleston,Women's Apparel,66,244,16104,1047,Online
479,Foot Locker,1185732,07/10/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,50,244,12200,732,Online
480,Sports Direct,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,64,244,15616,796,Online
481,Foot Locker,1185732,23/01/2020,Northeast,New York,New York,Men's Apparel,58,243,14094,606,Online
482,Foot Locker,1185732,13/03/2020,Northeast,New York,New York,Women's Athletic Footwear,46,243,11178,514,Online
483,Kohl's,1189833,26/05/2021,West,California,Los Angeles,Men's Athletic Footwear,42,288,12096,339,Outlet
484,Walmart,1197831,21/10/2020,South,Texas,Houston,Men's Athletic Footwear,43,243,10449,512,Online
485,West Gear,1185732,10/02/2021,Southeast,Florida,Orlando,Men's Street Footwear,36,288,10368,487,Outlet
486,Kohl's,1189833,26/05/2021,West,California,Los Angeles,Men's Athletic Footwear,50,243,12150,462,Online
487,Foot Locker,1185732,05/09/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,51,287,14637,849,Online
488,Foot Locker,1185732,06/08/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,54,243,13122,643,Online
489,Walmart,1197831,13/08/2020,South,Texas,Houston,Men's Athletic Footwear,30,287,8610,362,Outlet
490,Foot Locker,1185732,31/03/2020,Northeast,New York,New York,Women's Athletic Footwear,47,241,11327,532,Online
491,West Gear,1128299,24/01/2021,West,California,San Francisco,Men's Street Footwear,40,287,11480,402,Outlet
492,Foot Locker,1185732,20/09/2020,Southeast,Florida,Miami,Women's Athletic Footwear,44,233,10252,410,Online
493,West Gear,1128299,24/01/2021,West,California,San Francisco,Men's Street Footwear,51,241,12291,516,Online
494,Sports Direct,1197831,21/04/2021,South,Tennessee,Knoxville,Men's Street Footwear,41,233,9553,545,Online
495,West Gear,1197831,06/07/2021,West,Idaho,Boise,Women's Street Footwear,46,241,11086,610,Online
496,Sports Direct,1197831,22/04/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,54,233,12582,717,Online
497,Walmart,1197831,11/09/2020,South,Texas,Houston,Men's Street Footwear,44,240,10560,528,Online
498,Sports Direct,1197831,06/10/2021,South,Alabama,Birmingham,Men's Street Footwear,56,233,13048,822,Online
499,Kohl's,1189833,07/04/2021,West,California,Los Angeles,Men's Street Footwear,43,240,10320,516,Online
500,Foot Locker,1128299,24/06/2021,Southeast,Virginia,Richmond,Men's Street Footwear,53,233,12349,580,Online
501,Foot Locker,1185732,14/08/2020,Southeast,Florida,Miami,Women's Street Footwear,32,240,7680,292,Online
502,West Gear,1128299,24/08/2021,West,Oregon,Portland,Men's Athletic Footwear,76,233,17708,868,Online
503,Sports Direct,1197831,16/05/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,51,240,12240,673,Online
504,Foot Locker,1197831,04/12/2021,West,Idaho,Boise,Men's Street Footwear,54,233,12582,679,Online
505,Sports Direct,1197831,11/09/2021,South,Alabama,Birmingham,Women's Apparel,56,240,13440,1075,Online
